age,study_hours,sleep_hours,attendance_pct,prev_score,label
29,2,10,58,61,0
25,6,9,86,25,1
29,8,5,65,9,1
24,5,9,86,11,1
24,6,6,72,24,1
27,10,4,99,39,1
23,9,10,78,79,1
18,3,5,93,47,1
29,1,4,97,6,1
27,2,10,68,1,0
30,1,6,78,60,1
21,11,8,63,26,1
30,4,8,80,79,1
20,11,9,92,2,1
28,8,4,66,21,1
21,12,9,89,34,1
28,0,4,74,84,1
28,5,10,56,2,0
28,6,5,74,65,0
19,5,7,88,68,1
21,8,7,85,91,1
21,8,6,71,62,1
20,0,6,93,45,1
22,3,8,67,7,0
24,0,8,67,28,0
24,10,5,55,93,1
28,9,10,90,87,1
21,9,5,77,39,0
23,7,8,58,26,0
27,8,9,62,17,1
29,8,5,77,98,1
27,2,6,54,71,0
29,1,5,70,18,0
30,5,7,76,38,1
28,11,6,59,99,1
20,2,4,98,78,1
27,9,8,64,76,1
28,0,6,55,88,0
20,8,10,88,60,1
23,2,10,74,62,1
20,3,5,52,52,0
18,4,7,64,95,1
21,12,5,54,22,0
25,9,7,94,41,1
21,6,7,99,5,1
24,11,6,75,78,1
27,9,8,83,82,1
30,0,8,56,57,0
18,3,8,84,50,0
18,8,7,83,97,1
18,3,6,78,50,0
30,4,7,60,54,1
18,11,8,59,59,0
25,1,9,82,14,1
27,11,8,58,50,1
25,0,5,79,75,0
21,7,4,66,41,0
29,12,5,95,93,1
19,11,7,90,46,1
29,6,9,100,65,1
20,6,8,74,5,0
23,9,10,92,19,1
20,2,10,95,6,0
22,11,10,78,36,1
19,2,5,50,79,0
18,7,7,81,69,1
27,7,5,63,75,1
25,6,7,55,76,0
21,8,6,89,80,1
21,0,5,59,7,0
18,2,10,52,85,0
27,4,6,55,6,0
20,2,9,68,78,0
29,9,8,100,71,1
25,11,8,73,4,1
22,5,6,74,8,0
26,1,6,80,17,1
22,5,8,76,67,1
21,9,4,56,73,1
28,8,4,80,92,1
30,11,6,77,77,1
22,8,8,89,45,0
27,9,7,83,93,1
25,12,5,89,29,1
21,0,4,51,59,0
19,11,10,63,78,0
24,0,6,72,71,0
21,0,9,62,88,1
30,1,6,69,64,0
30,0,4,93,42,1
29,9,8,51,22,1
23,10,7,80,4,1
25,2,9,79,68,0
25,12,10,76,95,1
26,4,8,96,86,1
26,0,5,86,87,1
30,5,4,59,35,0
23,6,9,84,21,1
24,2,8,57,100,0
29,5,9,52,34,0
25,3,6,78,38,1
22,2,4,73,100,1
21,1,7,82,3,0
26,2,5,71,61,0
26,4,10,70,18,0
19,8,9,58,26,0
25,6,9,83,14,1
18,10,10,88,11,1
18,1,8,99,84,1
18,9,10,69,81,1
23,3,5,68,35,0
30,7,9,57,34,1
22,1,4,89,71,1
21,8,6,85,40,1
29,12,6,86,31,1
22,9,6,84,56,1
18,7,9,53,13,0
19,6,7,61,90,1
27,10,10,94,89,1
23,4,6,62,91,0
30,8,4,98,97,1
20,1,10,94,59,1
22,10,9,95,98,1
21,3,5,89,33,0
24,2,9,92,42,0
23,7,7,51,8,0
23,7,7,60,36,0
27,9,5,82,13,1
29,12,4,70,71,1
30,4,8,79,51,0
21,9,5,85,20,0
24,1,6,63,88,0
30,6,8,100,43,1
21,2,9,92,9,0
29,9,10,81,14,1
25,5,8,56,56,1
24,1,8,56,87,0
30,6,6,81,82,1
19,3,10,58,74,0
28,12,4,98,18,1
25,8,6,74,78,1
21,3,9,70,38,0
28,4,7,95,44,0
27,0,8,82,51,0
22,0,6,85,6,1
26,5,4,68,3,0
29,9,7,90,40,1
24,6,7,84,27,0
25,2,5,85,49,0
23,6,5,68,85,1
18,1,9,51,18,0
25,10,7,58,10,1
30,6,10,79,100,1
24,9,5,79,65,1
25,6,6,64,23,0
18,9,7,96,30,1
22,6,8,86,46,1
18,9,7,95,47,1
25,11,4,59,93,1
30,12,6,79,66,1
27,1,5,80,80,0
28,1,9,90,69,0
22,9,4,71,68,1
25,7,8,80,73,1
24,5,10,68,37,1
29,9,9,69,93,1
22,0,9,80,74,1
18,10,6,97,79,1
25,1,5,82,9,0
22,4,5,89,35,1
22,0,9,57,77,1
27,11,5,92,57,1
20,4,10,94,30,1
30,8,10,52,43,0
20,9,10,59,63,0
24,12,7,65,84,1
28,2,5,86,93,1
18,10,6,98,14,1
25,6,7,69,60,0
30,8,5,74,87,1
25,4,5,83,55,1
30,7,7,93,40,0
28,0,4,84,81,1
24,9,9,67,42,1
30,1,6,91,74,1
30,10,9,65,93,1
30,3,8,71,86,0
20,5,8,50,86,1
19,0,7,56,67,1
25,5,5,96,36,1
18,0,8,55,7,0
28,3,8,90,15,0
19,1,10,88,16,0
30,10,8,61,14,0
22,4,7,92,9,0
22,12,7,94,85,1
23,4,5,99,9,1
18,6,7,71,7,1
22,2,7,54,62,0
21,9,7,61,82,1
20,8,10,77,27,1
19,7,9,66,13,1
19,9,9,66,99,1
25,2,9,90,0,0
28,6,6,59,89,1
24,9,4,82,90,1
25,7,7,75,93,1
30,1,8,64,0,0
29,12,7,57,72,1
23,5,9,69,51,1
28,1,6,84,43,1
25,12,10,68,82,1
26,0,7,92,24,1
24,1,9,94,45,1
28,7,9,62,17,1
18,11,8,65,62,1
30,8,9,69,63,1
30,7,4,52,43,1
30,11,4,75,15,1
28,10,8,79,86,1
26,2,9,87,29,0
18,11,5,81,83,1
27,0,5,94,83,1
20,10,4,69,12,1
20,9,4,56,14,0
30,9,5,54,25,0
30,11,9,75,41,1
28,9,8,58,41,0
30,3,10,52,75,1
19,1,6,59,96,1
29,5,8,60,56,1
27,0,5,56,80,0
30,2,4,81,10,1
20,1,9,91,75,0
24,11,10,100,98,1
20,3,5,90,34,1
24,3,5,89,88,1
20,11,7,89,11,1
30,4,6,76,0,0
21,1,8,56,79,0
30,8,8,64,59,0
28,3,6,53,24,0
20,10,10,80,63,1
28,0,4,91,46,1
24,4,6,89,97,1
19,11,4,84,22,1
18,7,8,57,9,0
29,7,8,87,41,1
29,10,6,64,99,1
21,1,5,97,52,0
24,3,4,80,74,1
24,2,5,89,58,1
23,2,7,96,24,0
22,3,6,58,4,0
18,4,5,57,59,0
20,12,6,64,37,1
30,12,9,89,21,1
26,3,4,76,66,1
21,9,7,79,35,1
24,11,10,65,31,1
27,3,8,59,73,0
24,0,4,80,93,0
18,6,8,75,61,0
29,1,7,81,30,1
30,0,9,96,52,0
20,5,6,65,82,0
18,7,9,69,20,0
27,11,8,51,58,1
20,11,7,61,47,1
29,10,4,90,9,1
29,5,8,52,37,0
22,11,8,84,73,1
30,10,4,89,42,1
18,8,9,73,6,1
23,7,8,52,46,0
28,8,9,54,71,0
21,2,6,65,69,1
25,11,10,87,89,1
29,12,5,70,45,0
26,10,7,67,6,1
23,7,7,82,67,1
25,11,8,93,68,1
25,9,6,93,88,1
19,3,7,55,10,0
20,4,4,56,21,0
29,2,7,59,26,0
28,0,6,76,87,1
20,7,6,76,56,1
18,4,5,54,2,0
21,8,9,71,52,1
28,10,10,70,62,1
29,8,10,85,56,1
27,2,10,69,21,0
21,7,6,68,98,1
20,5,6,79,21,0
20,11,8,68,23,0
29,11,9,100,19,1
19,0,6,86,16,0
23,2,5,85,90,1
23,5,5,73,57,1
20,8,6,57,3,0
25,12,5,79,40,1
29,8,8,71,82,1
25,4,10,86,85,1
27,11,7,71,88,1
25,0,5,93,70,1
18,6,8,64,57,1
23,0,8,91,24,0
21,12,10,67,25,1
26,7,9,92,11,0
24,3,7,70,77,1
18,10,6,75,18,1
24,5,7,73,1,0
23,4,7,85,11,1
25,11,7,78,36,1
29,6,9,76,17,0
27,1,5,63,38,0
26,5,4,87,96,1
18,6,9,67,53,1
25,11,8,98,17,1
24,4,8,81,5,0
22,9,6,81,71,1
21,0,10,50,19,0
28,10,7,57,83,1
22,6,5,81,88,1
18,1,10,67,63,0
19,9,9,73,74,1
24,4,9,93,60,0
19,5,8,96,73,1
22,2,8,53,18,0
29,2,6,60,6,0
24,10,6,53,37,1
28,1,8,62,98,0
30,1,8,98,21,0
23,10,10,69,34,1
29,5,4,84,74,1
20,0,5,83,36,0
25,6,6,60,13,0
26,3,10,62,71,0
26,8,9,85,89,1
19,6,7,54,14,0
18,7,6,69,88,1
25,9,8,98,43,1
22,0,9,57,28,0
29,2,9,64,39,1
20,1,7,94,97,1
19,0,10,80,96,1
21,1,4,100,84,1
18,7,4,66,5,1
28,0,10,56,100,1
27,3,8,62,23,0
18,1,5,97,35,0
23,5,5,82,99,1
21,8,8,54,12,0
30,0,8,63,91,1
22,2,10,84,0,0
19,3,8,95,60,1
27,2,7,93,13,1
23,6,7,63,65,1
19,12,6,57,59,1
20,7,10,73,90,1
29,0,4,70,63,1
22,7,8,97,39,1
25,3,8,76,37,0
24,3,10,54,60,0
23,2,4,93,62,1
24,7,8,92,86,1
20,6,7,94,75,0
29,2,4,73,25,0
27,6,4,64,54,0
22,12,9,99,74,1
30,12,10,91,51,1
28,9,7,81,65,1
30,7,4,57,32,0
21,10,5,51,12,0
19,7,9,51,22,0
28,5,5,69,79,1
30,1,9,98,66,1
30,7,5,68,84,1
26,4,8,71,69,1
30,0,7,57,49,0
24,7,7,52,4,0
28,12,6,95,21,1
20,4,9,74,62,0
27,10,7,92,70,1
27,7,7,85,20,1
24,4,7,87,48,1
23,12,6,70,7,1
18,2,10,73,44,0
27,0,10,90,43,1
24,5,6,76,44,1
21,3,5,91,39,1
29,1,10,69,14,0
18,8,6,52,58,0
24,9,8,76,34,1
25,9,4,70,48,1
23,9,4,81,12,0
21,5,7,82,97,1
20,9,6,73,55,1
28,12,4,84,27,1
18,4,8,75,28,0
19,11,10,87,12,1
22,1,8,83,60,1
23,12,4,91,38,1
22,6,9,84,40,1
24,4,8,82,58,1
26,2,4,90,90,1
20,9,7,63,84,0
29,7,6,90,68,1
30,6,8,96,80,1
21,5,7,59,30,1
28,12,6,77,52,1
19,10,5,76,34,0
28,2,6,93,76,1
21,1,5,62,3,0
22,7,7,85,55,1
18,3,5,67,17,1
30,12,6,92,70,1
18,11,7,100,2,1
19,5,8,69,8,0
24,5,9,92,11,1
29,2,5,57,73,0
19,8,9,87,99,1
22,7,4,65,76,1
30,5,6,87,94,1
29,11,5,77,27,1
20,3,6,78,52,1
27,0,7,84,47,0
19,5,8,77,60,1
22,12,5,73,60,1
22,0,9,88,4,0
28,12,4,94,100,1
22,8,7,69,81,0
23,12,9,57,68,0
25,6,4,75,32,1
30,3,6,63,20,0
28,5,10,99,82,1
18,4,10,55,99,0
25,11,7,71,91,1
19,2,9,66,64,1
24,9,9,85,94,1
29,0,10,53,82,0
28,7,10,91,17,1
21,10,6,70,73,1
20,3,8,95,98,1
30,2,10,88,87,1
23,7,7,97,17,1
28,9,10,70,36,1
24,5,5,75,48,0
27,3,4,51,71,0
28,3,4,79,25,1
20,0,7,89,54,0
20,1,6,60,72,1
29,8,7,99,58,1
25,1,5,95,26,1
30,4,6,97,63,1
24,3,8,63,36,0
21,6,5,76,18,1
22,3,8,78,31,1
28,10,7,55,1,0
23,11,7,93,27,1
29,6,9,88,32,1
26,0,4,71,30,0
23,9,9,88,90,1
18,0,6,82,79,1
24,10,6,58,71,1
20,4,5,82,63,0
25,2,4,70,90,1
20,4,4,70,5,0
25,4,9,73,55,1
22,9,10,98,33,1
24,2,6,97,62,1
20,8,10,92,81,1
18,3,5,53,29,0
25,4,5,95,59,1
25,0,7,72,90,0
25,7,4,96,18,1
19,3,10,68,23,0
29,8,10,67,72,0
27,3,8,50,67,0
20,6,4,65,98,1
19,5,4,68,87,0
19,6,6,87,13,0
20,0,4,79,90,1
25,10,6,88,84,1
18,10,8,78,41,0
29,12,8,58,27,0
30,10,6,70,7,0
26,9,7,55,51,1
21,12,10,75,11,1
21,2,7,99,51,1
30,10,5,57,38,1
24,11,10,69,87,1
23,10,4,73,65,1
25,6,7,67,72,1
19,12,7,73,78,1
28,6,4,52,65,1
25,10,5,91,87,1
25,8,9,91,67,1
25,6,4,80,38,1
20,10,6,65,66,1
27,0,8,54,5,0
26,6,7,56,59,0
27,4,6,66,74,1
26,0,4,97,84,1
30,2,10,75,5,1
29,4,6,87,92,1
28,7,8,66,43,0
30,2,5,61,10,0
27,4,10,93,13,1
18,0,7,57,1,0
25,7,9,75,84,0
27,11,7,69,79,1
27,5,9,93,88,1
30,4,4,58,17,1
19,0,9,62,3,0
28,2,9,65,55,0
30,8,5,55,38,0
20,7,7,51,14,0
20,11,9,78,62,1
25,9,5,62,37,0
24,0,6,50,13,0
29,6,7,81,94,1
29,8,6,52,62,1
26,9,9,89,86,1
25,3,9,53,67,1
27,5,8,54,34,0
24,7,4,81,79,0
23,7,9,77,2,1
29,3,7,72,56,1
21,9,9,71,77,1
29,10,7,58,37,0
24,6,10,93,83,1
30,7,10,60,79,1
29,11,4,92,61,1
21,2,8,81,12,0
25,4,5,63,71,1
18,5,6,72,86,1
26,0,10,54,43,0
27,3,4,85,28,0
23,12,6,99,5,1
26,4,5,94,65,1
19,11,4,78,58,0
30,1,4,100,78,1
19,8,4,82,13,1
19,3,6,60,93,1
25,12,8,81,93,1
20,10,6,71,17,1
21,7,7,99,98,1
30,7,6,68,64,1
22,5,9,98,53,1
28,3,5,98,96,1
30,3,5,77,52,0
25,8,10,93,46,0
25,2,10,50,91,0
19,1,6,70,51,0
20,6,4,75,97,1
28,2,8,53,80,0
30,10,8,68,53,1
28,11,8,69,92,1
23,0,10,67,67,0
20,11,7,78,82,1
26,9,10,89,83,1
23,12,10,91,51,1
22,1,4,84,42,1
29,11,5,83,69,1
19,8,8,69,66,1
28,2,4,51,69,0
21,12,6,96,54,0
19,11,4,73,33,1
23,1,4,98,83,0
25,4,8,97,0,1
21,12,9,87,72,1
28,10,8,88,29,1
22,10,10,95,73,1
29,6,8,97,31,1
26,9,5,99,46,1
20,11,7,76,10,1
24,2,7,63,57,1
28,8,7,87,71,1
24,4,8,81,81,1
25,11,7,96,53,1
20,8,5,81,91,1
29,8,10,83,15,0
25,7,4,97,20,0
23,1,8,76,14,1
27,4,4,83,19,1
22,5,6,68,62,1
20,2,10,87,53,1
22,4,5,61,94,1
19,8,6,54,5,0
27,4,8,78,43,0
25,11,10,88,16,1
26,10,7,98,57,1
20,11,6,55,79,1
24,6,5,75,43,1
28,7,9,67,82,1
20,11,4,86,80,1
29,4,8,91,15,0
19,3,8,84,73,1
27,8,5,98,60,1
18,1,9,84,23,0
22,12,5,65,90,1
27,7,4,84,77,1
27,0,7,51,43,0
24,0,10,83,40,0
19,1,4,84,21,1
20,4,10,55,19,0
24,10,5,53,78,0
20,0,9,53,38,0
23,2,7,70,33,0
19,0,5,65,96,0
21,7,8,98,64,1
19,4,4,70,59,1
19,7,4,76,81,1
18,4,8,87,86,1
30,8,9,100,16,1
24,7,4,90,64,1
20,5,8,60,100,1
24,8,7,52,0,0
27,4,9,60,0,1
25,4,8,66,87,1
23,10,5,87,65,1
20,11,8,86,8,1
24,11,4,58,92,1
22,6,5,89,64,0
23,10,6,90,33,0
29,7,6,65,84,0
23,3,7,88,42,1
29,2,9,50,77,0
18,10,5,76,71,1
29,7,10,75,68,1
28,10,4,84,3,0
28,7,9,57,45,0
24,9,6,74,22,0
30,11,4,57,59,1
21,7,4,64,95,1
22,10,9,72,24,1
27,10,6,95,28,1
25,5,4,67,63,0
29,9,5,50,25,0
28,6,4,67,72,1
20,8,5,92,94,1
28,9,8,61,8,0
29,1,5,66,72,0
26,11,10,67,24,0
18,11,9,84,78,1
26,7,4,77,82,1
28,0,10,70,55,0
24,4,4,93,66,1
23,8,10,52,92,1
22,6,8,78,40,1
21,5,4,86,3,0
21,11,7,54,31,1
23,4,4,90,80,1
25,6,10,51,75,0
23,4,5,56,60,1
23,0,10,71,66,0
19,12,8,89,56,1
28,7,8,57,10,0
18,6,6,94,8,0
18,12,7,53,38,1
24,1,4,93,7,0
22,6,7,56,79,0
21,9,10,92,79,1
24,7,10,77,79,1
23,10,9,100,3,1
23,9,5,56,13,1
29,1,8,100,24,0
20,10,8,66,45,1
29,9,7,61,31,1
18,0,5,69,74,0
28,12,6,69,74,1
30,2,5,80,39,0
22,5,4,83,75,1
20,0,5,82,71,0
24,5,5,62,81,0
30,1,6,62,85,0
29,7,8,94,42,1
27,5,8,69,53,1
19,7,10,52,63,1
18,10,5,94,29,1
21,3,7,97,98,1
23,12,9,74,26,1
18,5,4,54,45,1
19,2,6,78,24,0
30,5,4,51,25,0
20,3,6,96,22,1
26,3,5,62,2,0
22,1,4,93,17,1
30,1,6,63,39,0
23,12,6,92,21,0
30,9,7,95,8,1
20,12,5,62,68,1
23,5,8,77,81,1
18,12,8,87,24,1
22,12,5,70,31,1
30,4,10,58,65,0
25,3,9,55,100,1
28,9,4,60,65,1
28,12,8,73,63,1
20,5,9,73,67,1
29,7,7,67,74,1
30,9,9,52,26,1
21,7,10,65,50,1
24,6,8,60,47,1
19,2,10,55,37,0
23,3,8,52,59,0
23,6,7,79,55,1
30,7,6,67,48,1
25,3,6,91,9,1
19,4,10,82,65,1
19,12,6,64,12,1
23,0,8,62,42,0
23,4,6,97,98,1
22,3,9,88,17,0
30,11,9,84,33,1
22,4,10,72,100,0
24,9,10,91,1,1
26,12,5,75,29,1
29,3,7,64,66,0
26,12,7,96,59,1
19,5,10,62,54,0
29,6,5,78,57,0
18,5,5,86,16,1
29,0,7,92,45,1
24,6,9,98,51,1
29,8,6,70,75,1
30,0,5,59,42,0
30,9,8,86,50,0
21,6,4,84,49,1
19,5,8,78,81,0
19,2,4,93,70,1
29,9,7,51,23,1
24,4,5,64,37,0
19,7,4,73,66,1
23,6,7,60,14,1
24,7,9,54,49,0
21,2,10,63,39,0
29,10,7,60,77,1
22,9,5,82,91,1
22,3,4,59,57,1
24,9,10,65,67,1
27,7,7,79,73,1
19,4,9,79,44,0
29,12,6,75,78,1
20,6,5,61,79,0
25,6,9,61,89,1
24,11,4,65,20,1
28,8,6,92,8,1
29,3,7,76,97,1
23,1,10,56,64,0
23,6,7,60,32,1
18,7,4,54,81,1
29,7,7,71,95,1
21,6,4,50,32,1
20,5,9,97,59,1
19,1,8,92,31,0
25,2,7,67,20,0
18,9,4,61,37,1
29,6,5,54,85,0
28,4,5,78,45,1
29,0,9,84,27,0
18,10,10,83,82,1
28,1,7,94,39,1
27,0,4,99,48,0
21,5,5,62,11,1
18,0,6,62,87,0
21,1,10,92,21,0
18,6,8,56,41,1
28,3,8,63,69,1
24,1,5,63,13,0
20,0,7,91,40,1
21,7,5,54,84,0
28,9,6,52,8,0
24,4,10,88,63,0
19,11,8,100,72,1
19,9,6,90,89,1
30,11,5,71,22,1
29,5,10,92,61,1
18,9,8,78,48,1
29,3,8,87,90,0
21,0,8,98,15,1
29,6,10,65,79,1
20,5,7,68,25,1
21,10,4,65,92,1
25,11,6,58,35,1
30,12,4,83,53,1
22,12,4,64,93,1
21,3,8,53,85,0
30,10,9,96,28,1
24,8,6,61,56,1
19,7,4,62,6,0
20,3,5,55,22,0
30,3,5,82,10,0
25,4,5,96,25,1
20,9,5,69,36,1
28,3,6,100,61,1
23,6,7,60,60,1
26,9,9,77,97,1
30,7,4,98,48,1
19,12,6,88,68,1
29,2,6,74,59,1
22,6,8,88,61,1
20,11,7,62,19,0
18,0,10,82,93,1
25,6,7,75,95,1
25,4,9,87,9,0
18,1,7,86,20,1
24,4,10,98,92,1
29,7,9,94,47,1
28,6,7,97,31,1
18,5,9,95,86,1
28,10,5,66,77,1
28,2,6,65,77,0
28,2,4,57,98,1
29,6,7,95,75,0
19,8,5,77,21,0
22,11,6,82,68,1
24,9,6,96,52,1
29,1,4,90,73,0
23,2,6,97,26,0
24,11,6,50,21,0
18,1,4,99,89,1
24,10,6,96,55,1
23,2,9,58,25,0
26,1,7,86,27,1
18,11,5,98,24,1
24,7,9,89,13,0
20,1,6,55,48,1
19,5,4,87,30,1
28,12,4,50,7,1
18,10,8,100,5,1
26,12,4,74,77,1
30,4,7,80,96,1
24,5,6,93,43,0
21,5,9,75,48,1
23,5,10,56,0,0
29,6,9,58,3,0
26,4,9,98,31,1
27,10,9,80,65,1
21,0,9,70,2,0
18,12,9,70,86,1
27,7,7,97,78,1
23,6,7,92,89,1
29,6,6,88,24,0
26,9,10,95,64,1
25,12,4,69,86,0
25,2,7,57,61,0
21,3,5,60,96,0
29,1,4,77,91,1
23,6,10,67,28,0
28,7,9,57,85,1
26,10,9,81,11,0
23,3,8,99,76,1
23,6,9,97,94,1
28,10,10,85,55,1
21,4,4,68,11,1
23,11,8,62,95,0
27,5,5,70,48,0
18,4,4,87,68,1
24,6,6,99,46,1
30,2,8,92,77,1
19,6,4,84,58,1
22,3,7,93,58,1
22,2,9,92,89,1
23,4,8,94,15,1
29,9,7,90,27,1
29,6,4,71,19,0
21,11,10,64,89,1
30,2,10,81,93,1
28,2,4,85,50,1
28,7,6,98,50,1
26,11,6,68,89,1
29,8,7,56,16,0
30,9,10,53,90,1
28,2,8,58,56,0
22,2,5,63,95,1
28,0,6,96,73,1
30,2,7,77,86,0
18,1,6,80,22,0
19,8,9,71,75,1
20,10,9,75,31,1
21,6,7,69,88,1
20,10,9,74,99,1
30,10,9,55,99,1
28,6,6,90,83,1
18,1,4,55,15,0
28,8,5,51,75,1
27,7,6,94,95,1
27,2,7,80,82,1
22,9,5,56,41,1
30,8,5,75,89,1
26,8,10,83,62,1
27,8,9,100,83,1
30,3,9,57,23,0
29,2,4,85,57,0
19,0,5,86,26,0
19,8,6,98,4,1
19,8,6,73,69,1
28,0,5,69,5,0
26,12,6,92,68,1
27,7,9,70,66,0
23,9,8,82,26,1
28,0,5,52,24,0
21,2,8,85,27,0
22,2,9,89,54,1
22,4,7,91,20,1
19,4,9,77,88,1
21,1,9,96,34,0
29,10,5,95,47,1
28,8,8,60,53,0
23,12,7,74,3,0
21,1,6,57,68,1
26,6,4,71,81,1
23,12,6,59,28,1
19,6,5,74,13,0
19,2,8,96,39,1
30,7,4,83,44,1
22,8,6,88,12,0
20,5,10,74,23,1
29,10,10,84,70,1
24,7,8,58,33,1
26,11,5,92,16,1
27,11,6,53,92,1
23,11,10,65,86,1
29,7,5,78,45,0
26,4,6,77,66,0
21,4,9,55,39,0
23,1,9,55,9,0
19,2,8,53,10,0
26,7,10,50,54,0
29,2,7,81,65,0
28,8,9,57,51,1
21,11,4,95,54,1
29,5,5,97,84,0
26,10,8,52,77,1
20,10,10,83,28,1
23,2,8,72,6,0
24,2,6,57,43,0
21,8,10,99,15,1
25,4,6,63,0,0
27,6,5,69,82,1
18,7,8,81,7,1
27,7,6,69,45,1
23,11,5,75,45,1
24,7,5,55,67,1
20,6,4,81,0,1
28,4,5,80,50,1
23,6,5,84,34,1
25,10,10,78,20,1
29,6,4,72,90,1
21,4,4,58,50,0
23,0,5,92,25,0
28,4,4,76,62,1
30,10,9,58,41,0
30,6,8,96,94,1
24,2,4,56,2,0
23,8,4,99,87,1
28,5,7,88,94,1
25,4,6,81,10,0
21,9,5,96,65,1
22,12,4,66,89,1
24,3,7,95,100,1
29,11,8,89,23,1
27,10,9,59,29,1
24,0,6,62,18,0
27,3,4,53,48,0
22,11,9,64,28,1
25,0,8,77,82,1
19,4,6,67,44,0
21,5,4,61,5,1
28,11,6,63,36,1
27,1,7,61,32,0
23,5,6,57,12,0
28,8,10,58,42,1
30,5,9,99,75,1
23,3,9,67,26,0
19,1,5,90,95,1
18,9,9,62,24,0
19,1,8,89,43,1
25,12,5,84,92,1
20,3,7,85,91,1
30,8,6,73,57,1
19,6,4,80,53,1
26,12,4,60,76,1
20,4,4,86,7,0
29,3,9,75,63,0
26,1,5,78,96,1
26,12,7,75,77,1
20,0,5,86,27,0
18,12,8,79,64,1
26,4,6,64,37,0
26,1,5,64,5,0
22,0,9,59,35,0
22,12,4,91,31,0
21,8,4,50,83,1
27,5,6,55,90,0
22,11,5,76,78,1
18,10,10,50,45,1
22,2,6,51,68,0
30,12,8,56,92,1
24,10,6,90,81,1
21,7,5,70,34,1
28,12,10,98,50,1
21,11,9,77,47,1
25,1,7,61,58,1
20,3,8,81,93,1
22,0,6,60,22,0
28,9,5,54,18,1
21,7,9,75,12,0
20,11,10,50,77,1
24,0,4,50,97,0
18,2,5,99,10,1
28,9,4,100,1,0
19,8,9,71,90,1
20,7,10,86,56,1
22,5,7,59,31,1
29,4,9,84,15,1
18,1,8,68,13,0
24,2,4,64,3,0
24,2,6,91,36,1
28,6,9,95,14,1
19,3,4,68,45,1
23,1,6,55,5,0
20,6,8,71,76,1
24,2,9,93,38,0
22,5,4,67,63,0
22,12,9,54,100,1
20,12,9,59,40,1
25,11,10,100,61,1
19,9,7,96,35,1
23,2,5,99,49,1
25,6,7,94,52,1
28,5,5,91,31,1
26,7,8,84,63,1
21,6,4,87,91,1
27,12,9,97,28,1
21,5,4,63,2,0
25,2,4,53,44,0
30,2,6,79,18,0
26,6,5,63,28,1
20,1,9,95,18,1
18,11,7,73,6,0
28,9,4,80,76,1
18,2,6,59,10,0
18,9,10,76,19,0
25,11,5,97,67,1
22,7,7,96,43,1
28,11,4,68,14,1
28,0,8,98,22,0
18,6,10,77,87,0
25,8,9,66,73,1
29,3,7,60,34,0
26,6,5,97,27,1
18,3,7,61,95,0
27,1,10,94,59,1
28,10,7,74,21,1
23,10,7,62,34,1
19,5,8,99,42,1
22,2,8,56,8,0
18,12,6,62,70,1
18,3,6,55,72,0
27,12,7,52,6,1
22,0,6,98,36,0
26,3,6,98,50,1
20,11,9,56,42,1
29,8,4,82,99,1
27,12,7,80,75,1
18,4,5,59,87,1
28,1,9,64,27,0
28,2,10,95,20,0
26,8,9,88,83,1
30,5,7,100,16,1
23,9,10,77,5,0
30,10,7,65,26,0
27,1,5,86,80,0
19,12,4,59,98,1
26,12,10,55,63,1
23,2,6,60,8,0
23,5,4,54,22,0
25,4,7,66,97,0
28,2,4,86,62,1
22,6,7,89,87,1
23,8,10,89,40,1
28,6,8,78,33,0
28,0,8,91,7,0
21,11,10,85,1,1
19,4,7,60,72,1
19,3,7,79,85,1
25,7,9,84,59,1
20,11,4,75,98,1
24,5,4,70,43,0
25,3,9,97,60,1
25,0,8,59,60,1
21,5,8,52,76,0
18,12,6,100,55,1
21,0,5,51,97,0
22,4,9,61,10,0
22,6,4,69,91,1
24,8,5,92,33,1
18,1,7,71,96,1
21,5,7,80,60,1
30,2,9,77,45,0
27,6,10,50,71,0
27,3,4,96,85,1
20,5,9,96,95,1
29,5,4,59,58,0
25,5,4,100,86,1
26,11,4,78,16,1
28,9,4,52,27,0
21,6,9,84,99,1
24,3,6,63,24,0
27,0,6,73,2,0
22,8,10,57,89,1
25,6,7,72,45,0
24,8,10,71,14,0
25,6,6,61,70,1
26,6,7,68,84,1
24,10,6,94,79,1
19,1,10,56,11,0
27,6,4,81,95,1
26,1,9,78,64,0
18,10,6,76,27,1
25,8,7,57,25,0
19,5,10,79,52,0
28,11,10,97,50,1
23,12,5,82,36,1
28,4,6,100,53,1
18,6,4,50,3,0
23,8,10,97,76,1
20,9,7,65,71,0
21,9,9,75,6,0
27,6,5,90,49,0
20,6,6,83,20,1
19,11,10,58,64,1
27,12,7,98,80,1
26,2,6,63,11,0
24,0,9,99,75,1
27,11,8,55,73,1
29,11,5,79,81,1
23,2,5,91,28,1
26,3,9,99,100,1
22,10,4,67,10,0
28,0,9,87,13,1
27,1,4,59,36,0
20,1,4,81,46,0
21,6,4,81,2,0
25,10,4,63,87,1
23,10,7,60,23,1
20,10,8,90,77,1
19,5,6,80,78,1
18,2,8,97,32,0
21,9,4,84,2,1
30,2,5,73,14,0
18,5,5,64,10,0
20,4,6,80,25,0
23,11,8,91,37,1
30,7,7,82,51,0
22,2,5,93,91,1
24,1,8,100,98,1
20,12,5,96,62,1
25,6,8,97,34,1
27,1,8,74,54,1
